Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Toyota Fortuner,19.83,21.3,5,SUV,Petrol,Manual,New,Luxury,Silver
Hyundai Verna,13.66,12.5,4,Sedan,CNG,Manual,New,Luxury,Grey
Renault Triber,29.55,18.8,7,MUV,Hybrid,Manual,Used,Family,Black
Hyundai Venue,31.66,18.5,4,SUV,Diesel,Automatic,New,Sporty,Blue
Mahindra Bolero,10.74,15.0,7,MUV,CNG,Manual,Used,Family,Blue
Mahindra Bolero,20.24,23.6,7,MUV,Petrol,Manual,New,Luxury,Silver
Honda Jazz,8.1,20.2,5,Hatchback,Diesel,Automatic,Used,Luxury,White
Renault Kiger,13.18,13.8,5,SUV,Petrol,Manual,Excellent,Luxury,Grey
Hyundai i20,6.08,20.9,5,Hatchback,CNG,Manual,Used,Family,Silver
Toyota Innova,22.03,16.5,7,MUV,Hybrid,Automatic,Excellent,Sporty,White
Toyota Innova,22.17,13.7,7,MUV,Hybrid,Manual,Excellent,Luxury,Blue
Renault Triber,19.52,12.7,7,MUV,Hybrid,Automatic,Used,Sporty,Red
Tata Nexon,23.44,14.2,4,SUV,Petrol,Automatic,New,Sporty,White
Kia Sonet,6.22,22.9,5,Hatchback,Hybrid,Automatic,New,Sporty,Blue
Toyota Innova,21.31,12.7,7,MUV,CNG,Manual,Excellent,Sporty,Grey
Toyota Glanza,31.54,19.5,4,SUV,CNG,Manual,New,Luxury,Red
Toyota Innova,28.21,22.7,7,MUV,Hybrid,Manual,Excellent,Family,Silver
Mahindra XUV700,15.31,23.5,5,SUV,Hybrid,Automatic,New,Sporty,Red
Toyota Innova,10.63,19.3,7,MUV,Petrol,Automatic,Excellent,Luxury,Silver
Tata Altroz,9.17,17.5,4,Hatchback,Hybrid,Automatic,New,Sporty,Silver
Toyota Glanza,24.25,23.3,5,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Kia Seltos,15.31,13.6,4,SUV,CNG,Automatic,Excellent,Luxury,White
Renault Triber,17.88,21.2,7,MUV,CNG,Manual,Excellent,Family,Silver
Toyota Fortuner,33.37,22.5,5,SUV,Electric,Automatic,New,Sporty,Silver
Renault Triber,27.59,12.9,7,MUV,Hybrid,Manual,Used,Family,Blue
Kia Seltos,20.82,20.1,4,SUV,Hybrid,Manual,Used,Sporty,Red
Mahindra Bolero,15.57,20.6,7,MUV,Petrol,Automatic,Excellent,Sporty,Grey
Maruti Baleno,5.08,13.6,5,Hatchback,Diesel,Manual,Used,Family,Silver
Hyundai i20,4.62,22.6,4,Hatchback,Hybrid,Automatic,Used,Family,Black
Mahindra Scorpio,10.46,21.0,4,SUV,Diesel,Automatic,Used,Sporty,White
Hyundai Verna,13.48,14.0,5,Sedan,Petrol,Manual,Used,Sporty,Grey
Kia Seltos,20.99,18.5,4,SUV,Electric,Manual,Used,Luxury,Blue
Hyundai Creta,30.34,19.5,4,SUV,Electric,Manual,Used,Sporty,Blue
Maruti Swift,6.98,20.4,5,Hatchback,Hybrid,Manual,New,Luxury,Black
Kia Sonet,8.64,22.9,5,Hatchback,CNG,Automatic,Excellent,Sporty,White
Renault Kiger,13.01,20.2,5,SUV,Petrol,Automatic,Excellent,Family,Silver
Tata Harrier,31.76,18.8,5,SUV,Diesel,Manual,New,Luxury,Silver
Hyundai Verna,17.18,19.2,5,Sedan,Electric,Manual,Used,Luxury,Blue
Hyundai i20,7.67,20.5,5,Hatchback,Electric,Automatic,Excellent,Family,Red
Honda City,10.85,15.9,4,Sedan,Diesel,Automatic,Excellent,Sporty,Blue
Maruti Baleno,7.32,13.3,5,Hatchback,Petrol,Automatic,New,Luxury,White
Renault Kiger,23.87,18.5,4,SUV,Electric,Manual,New,Family,White
Maruti Baleno,5.68,23.8,5,Hatchback,Petrol,Automatic,Excellent,Family,Black
Renault Triber,25.68,22.0,7,MUV,Diesel,Automatic,Used,Luxury,Black
Toyota Innova,11.42,22.3,7,MUV,CNG,Automatic,Excellent,Family,White
Mahindra Scorpio,21.12,23.4,4,SUV,Hybrid,Automatic,Excellent,Luxury,Silver
Hyundai i20,9.25,21.5,4,Hatchback,Petrol,Manual,Used,Sporty,White
Kia Sonet,20.29,18.4,4,MUV,CNG,Manual,Excellent,Luxury,Silver
Honda Amaze,12.97,17.1,5,Sedan,Electric,Manual,New,Luxury,Blue
Mahindra Bolero,26.57,21.4,7,MUV,Electric,Automatic,Used,Luxury,Blue
Kia Seltos,26.23,22.9,5,SUV,Petrol,Manual,Excellent,Family,Silver
Renault Kiger,25.16,23.0,5,SUV,CNG,Automatic,Excellent,Luxury,Grey
Renault Kiger,12.44,23.8,5,SUV,CNG,Manual,Used,Luxury,Silver
Mahindra Scorpio,13.26,16.1,4,SUV,Hybrid,Manual,Used,Family,Grey
Kia Sonet,6.88,16.2,4,Hatchback,Diesel,Manual,Used,Luxury,Black
Renault Triber,26.1,15.1,7,MUV,Hybrid,Automatic,Used,Family,White
Renault Kiger,14.61,20.6,5,SUV,Diesel,Automatic,Used,Family,White
Tata Punch,21.33,12.3,5,SUV,CNG,Manual,Used,Family,Grey
Maruti Dzire,8.66,14.2,4,Sedan,Petrol,Automatic,Used,Luxury,Silver
Kia Seltos,21.93,14.9,4,SUV,Electric,Manual,New,Luxury,Blue
Mahindra Bolero,23.9,14.1,7,MUV,Diesel,Manual,Used,Family,Red
Renault Kiger,32.79,21.4,5,SUV,CNG,Automatic,Excellent,Luxury,Black
Tata Punch,8.99,16.8,4,Sedan,CNG,Automatic,Excellent,Family,Red
Hyundai i20,5.27,14.2,4,Hatchback,Diesel,Automatic,New,Luxury,Red
Maruti Ertiga,20.59,20.1,7,MUV,Electric,Manual,Used,Family,Red
Maruti Ertiga,24.54,23.4,7,MUV,Electric,Automatic,Excellent,Sporty,Grey
Hyundai Creta,15.77,17.1,4,SUV,Diesel,Automatic,Used,Sporty,Grey
Kia Sonet,13.13,15.3,4,Sedan,Hybrid,Manual,Used,Luxury,Blue
Hyundai Verna,17.12,19.5,5,Sedan,Electric,Manual,New,Luxury,Blue
Renault Kiger,13.52,19.5,5,SUV,Diesel,Automatic,Excellent,Sporty,Black
Renault Kiger,22.6,13.4,4,SUV,Electric,Manual,Excellent,Family,Grey
Tata Harrier,32.17,18.7,5,SUV,Petrol,Manual,New,Sporty,Grey
Hyundai i20,9.73,14.8,5,Hatchback,CNG,Manual,New,Sporty,Black
Mahindra XUV700,19.99,14.4,5,SUV,Electric,Manual,New,Luxury,Grey
Renault Triber,20.45,16.0,7,MUV,CNG,Automatic,Excellent,Family,Silver
Maruti Ertiga,19.35,22.8,7,MUV,Petrol,Manual,Excellent,Luxury,Blue
Tata Punch,26.18,14.8,5,MUV,Diesel,Manual,New,Family,Red
Maruti Swift,8.47,23.7,5,Hatchback,Hybrid,Manual,Excellent,Luxury,Red
Honda Jazz,6.0,12.8,5,Hatchback,Hybrid,Manual,New,Sporty,Silver
Renault Kiger,19.69,19.9,4,SUV,Diesel,Automatic,Used,Family,Silver
Mahindra Scorpio,16.32,20.2,5,SUV,Electric,Manual,New,Family,Silver
Kia Seltos,34.29,13.0,5,SUV,Electric,Manual,New,Sporty,Grey
Tata Punch,24.3,19.6,5,MUV,Petrol,Automatic,Excellent,Family,Blue
Renault Kiger,21.24,12.9,4,SUV,Petrol,Manual,Excellent,Family,Black
Maruti Ertiga,17.85,14.3,7,MUV,Electric,Automatic,New,Sporty,Silver
Tata Punch,8.15,14.1,4,Hatchback,Diesel,Automatic,New,Family,Grey
Kia Seltos,28.67,15.6,5,SUV,Electric,Manual,Excellent,Family,Red
Hyundai Verna,11.17,23.0,5,Sedan,Hybrid,Manual,Used,Luxury,Blue
Tata Harrier,16.57,21.5,4,SUV,Diesel,Automatic,New,Sporty,Red
Maruti Ertiga,14.59,20.7,7,MUV,Petrol,Automatic,Used,Luxury,Black
Maruti Swift,4.73,19.9,4,Hatchback,Petrol,Manual,New,Family,Silver
Hyundai Venue,27.24,14.4,5,SUV,CNG,Manual,Used,Family,Black
Tata Harrier,14.67,17.2,5,SUV,Petrol,Manual,Excellent,Luxury,Red
Mahindra XUV700,23.04,16.2,4,SUV,Hybrid,Manual,New,Sporty,Black
Tata Nexon,17.44,16.0,4,SUV,Petrol,Automatic,Excellent,Luxury,White
Hyundai Creta,27.33,18.9,4,SUV,Electric,Automatic,Used,Family,Blue
Kia Sonet,16.09,21.5,4,Sedan,CNG,Automatic,New,Sporty,Silver
Honda City,10.38,22.8,4,Sedan,CNG,Manual,Excellent,Family,Blue
Mahindra Scorpio,15.53,15.4,4,SUV,Diesel,Automatic,Used,Sporty,Blue
Renault Triber,13.81,14.3,7,MUV,Petrol,Manual,Excellent,Luxury,Silver
Mahindra Scorpio,30.0,13.5,5,SUV,Petrol,Manual,Used,Family,Black
Mahindra Scorpio,10.08,23.8,4,SUV,Hybrid,Automatic,New,Luxury,Red
Mahindra Scorpio,27.51,17.1,4,SUV,Hybrid,Automatic,New,Luxury,Red
Toyota Innova,17.5,12.3,7,MUV,Electric,Manual,Excellent,Luxury,White
Kia Sonet,19.58,14.7,4,MUV,Petrol,Automatic,Used,Luxury,Black
Renault Triber,24.62,16.0,7,MUV,Diesel,Manual,Excellent,Family,Black
Hyundai Creta,10.36,24.0,4,SUV,Electric,Automatic,New,Sporty,Grey
Maruti Baleno,8.71,18.2,5,Hatchback,Hybrid,Automatic,Used,Family,Red
Honda Amaze,12.63,21.9,4,Sedan,Diesel,Automatic,Excellent,Luxury,White
Maruti Dzire,9.34,18.3,5,Sedan,Petrol,Manual,New,Family,Black
Toyota Innova,20.82,15.9,7,MUV,Electric,Manual,Excellent,Sporty,Blue
Kia Sonet,12.82,16.0,5,MUV,Petrol,Automatic,New,Sporty,Grey
Maruti Swift,6.27,15.5,5,Hatchback,Diesel,Manual,Used,Family,White
Tata Nexon,15.85,13.0,4,SUV,CNG,Automatic,Used,Sporty,Grey
Toyota Fortuner,15.79,18.0,5,SUV,Diesel,Manual,New,Luxury,Red
Kia Sonet,6.27,17.1,4,Hatchback,Electric,Manual,New,Family,Blue
Tata Altroz,7.43,19.4,5,Hatchback,Electric,Manual,Used,Luxury,Grey
Hyundai Venue,34.85,19.9,4,SUV,CNG,Automatic,Used,Family,Silver
Kia Sonet,12.85,22.6,5,Sedan,Diesel,Automatic,Used,Sporty,Red
Toyota Fortuner,18.17,24.0,4,SUV,Diesel,Manual,Excellent,Family,Black
Honda Jazz,8.28,18.7,5,Hatchback,Petrol,Manual,Excellent,Sporty,Black
Kia Seltos,17.01,14.7,5,SUV,CNG,Manual,Used,Luxury,White
Maruti Baleno,4.93,19.8,4,Hatchback,Electric,Manual,Used,Sporty,Red
Hyundai Creta,10.09,17.0,4,SUV,CNG,Automatic,Used,Sporty,White
Kia Sonet,18.97,16.7,4,MUV,Hybrid,Manual,Excellent,Luxury,White
Renault Kiger,33.17,12.4,4,SUV,Petrol,Manual,New,Sporty,Blue
Maruti Baleno,9.02,14.5,4,Hatchback,CNG,Automatic,Used,Luxury,Red
Kia Sonet,18.59,18.8,5,MUV,Diesel,Automatic,Used,Sporty,Blue
Honda Jazz,5.19,15.8,5,Hatchback,Electric,Automatic,Excellent,Family,Red
Mahindra Scorpio,13.2,14.8,5,SUV,CNG,Manual,Used,Luxury,Silver
Tata Harrier,11.38,22.2,5,SUV,Petrol,Manual,New,Sporty,Blue
Toyota Fortuner,28.49,14.4,4,SUV,Hybrid,Automatic,Excellent,Sporty,Blue
Kia Sonet,20.51,19.5,4,SUV,Diesel,Manual,Excellent,Family,Grey
Tata Nexon,15.48,13.5,5,SUV,Diesel,Automatic,Used,Sporty,Black
Renault Kiger,12.8,19.3,4,SUV,Diesel,Automatic,New,Luxury,Silver
Tata Harrier,17.39,12.2,5,SUV,CNG,Automatic,Excellent,Family,Grey
Kia Seltos,33.26,17.9,4,SUV,Petrol,Manual,Used,Sporty,Blue
Toyota Innova,24.28,22.6,7,MUV,Hybrid,Manual,Excellent,Sporty,Blue
Honda Jazz,5.19,16.7,4,Hatchback,Petrol,Automatic,Used,Luxury,Blue
Toyota Glanza,13.92,21.7,4,SUV,Hybrid,Automatic,New,Family,Black
Kia Seltos,21.11,20.9,5,SUV,Petrol,Manual,New,Family,Red
Honda Jazz,9.94,13.0,5,Hatchback,Diesel,Manual,Excellent,Sporty,Grey
Kia Sonet,6.68,19.9,5,Hatchback,Electric,Manual,New,Luxury,Blue
Toyota Glanza,34.25,14.9,4,SUV,Petrol,Automatic,New,Family,Grey
Tata Punch,19.35,20.2,4,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Maruti Baleno,6.99,23.3,4,Hatchback,CNG,Manual,New,Luxury,Silver
Kia Sonet,19.75,16.7,4,MUV,Hybrid,Manual,Used,Sporty,Blue
Maruti Baleno,4.13,22.4,4,Hatchback,CNG,Automatic,Used,Luxury,Silver
Renault Kiger,22.47,12.7,4,SUV,Diesel,Automatic,Used,Luxury,Blue
Mahindra Scorpio,20.8,23.2,4,SUV,Diesel,Manual,Used,Luxury,Black
Mahindra XUV700,19.45,19.1,4,SUV,Diesel,Automatic,Excellent,Sporty,Grey
Toyota Innova,10.07,20.9,7,MUV,CNG,Manual,Excellent,Luxury,White
Mahindra Scorpio,28.65,17.9,5,SUV,CNG,Automatic,Used,Family,Black
Toyota Glanza,16.69,14.9,5,Sedan,Hybrid,Manual,New,Family,Black
Kia Sonet,14.78,20.7,4,Sedan,Hybrid,Automatic,Used,Sporty,Grey
Renault Kiger,13.81,18.7,4,SUV,Petrol,Automatic,New,Family,Blue
Renault Kiger,17.98,13.1,4,SUV,Diesel,Manual,Used,Luxury,Silver
Hyundai Venue,19.06,12.8,5,SUV,CNG,Automatic,Excellent,Family,White
Kia Sonet,14.66,13.2,5,MUV,Diesel,Manual,Used,Sporty,Black
Maruti Dzire,17.0,16.2,4,Sedan,CNG,Automatic,Used,Family,Red
Honda Jazz,8.26,18.1,4,Hatchback,Diesel,Manual,Excellent,Luxury,Grey
Hyundai Creta,20.32,17.4,5,SUV,CNG,Manual,New,Sporty,Blue
Tata Nexon,34.42,23.9,4,SUV,Hybrid,Manual,Excellent,Luxury,Black
Maruti Swift,7.1,18.7,4,Hatchback,CNG,Manual,Used,Sporty,Red
Tata Punch,22.73,14.3,5,MUV,CNG,Automatic,New,Sporty,Grey
Renault Kiger,29.44,17.0,4,SUV,Electric,Automatic,Excellent,Family,Blue
Kia Sonet,15.34,16.9,5,Sedan,Electric,Automatic,New,Sporty,White
Tata Punch,14.89,16.5,4,Sedan,Hybrid,Manual,Excellent,Family,Red
Toyota Fortuner,18.39,19.2,4,SUV,Electric,Manual,Excellent,Luxury,Blue
Renault Kiger,18.99,17.2,4,SUV,Hybrid,Automatic,Used,Sporty,Black
Tata Harrier,27.85,23.6,5,SUV,CNG,Automatic,Used,Luxury,Red
Toyota Fortuner,30.87,21.7,4,SUV,Electric,Automatic,New,Sporty,Black
Kia Seltos,21.93,14.4,5,SUV,Electric,Manual,Excellent,Family,Silver
Toyota Fortuner,10.59,16.7,4,SUV,Petrol,Automatic,New,Sporty,Silver
Kia Sonet,22.62,16.9,4,SUV,CNG,Automatic,New,Luxury,Blue
Kia Seltos,19.94,12.7,5,SUV,CNG,Automatic,Used,Sporty,White
Kia Seltos,23.1,16.4,5,SUV,Electric,Manual,New,Sporty,Black
Honda Jazz,7.94,14.7,5,Hatchback,Hybrid,Manual,New,Family,Red
Tata Punch,27.52,23.1,5,SUV,Petrol,Manual,Used,Sporty,Black
Maruti Swift,4.13,20.3,5,Hatchback,Petrol,Manual,Used,Family,White
Mahindra Bolero,28.25,12.3,7,MUV,Petrol,Manual,Used,Luxury,Blue
Maruti Swift,5.8,18.3,5,Hatchback,Electric,Manual,Used,Family,Blue
Mahindra XUV700,27.02,21.8,4,SUV,Hybrid,Automatic,New,Luxury,Black
Hyundai i20,6.3,18.3,5,Hatchback,Petrol,Automatic,Excellent,Luxury,Grey
Mahindra Scorpio,24.47,14.3,4,SUV,Petrol,Automatic,New,Family,Blue
Hyundai Creta,28.33,16.6,4,SUV,Petrol,Manual,New,Sporty,Black
Maruti Baleno,9.43,20.0,5,Hatchback,Petrol,Automatic,New,Luxury,Blue
Maruti Ertiga,14.89,20.1,7,MUV,CNG,Manual,New,Sporty,Red
Tata Punch,13.1,14.4,4,Sedan,Electric,Automatic,Excellent,Family,Red
Honda City,12.07,23.4,5,Sedan,Electric,Manual,New,Luxury,Grey
Tata Harrier,16.8,23.8,4,SUV,Hybrid,Manual,Used,Family,Red
Maruti Ertiga,22.74,15.0,7,MUV,Hybrid,Manual,Used,Family,Silver
Mahindra Scorpio,32.16,15.2,4,SUV,CNG,Manual,New,Family,White
Tata Nexon,29.86,21.8,4,SUV,CNG,Automatic,New,Family,Black
Toyota Fortuner,31.68,22.4,4,SUV,Petrol,Manual,Used,Sporty,White
Hyundai Verna,12.13,22.9,5,Sedan,Electric,Manual,New,Sporty,White
Toyota Innova,19.21,13.2,7,MUV,Petrol,Manual,Excellent,Sporty,Silver
Mahindra XUV700,20.95,15.3,4,SUV,Electric,Manual,Used,Family,Blue
Maruti Baleno,4.09,20.5,5,Hatchback,Hybrid,Automatic,Used,Family,Silver
Renault Triber,23.92,23.3,7,MUV,Diesel,Automatic,Excellent,Family,Black
Hyundai Creta,23.92,15.6,4,SUV,CNG,Automatic,Used,Family,Red
Honda Amaze,17.31,16.7,4,Sedan,Electric,Manual,New,Luxury,Silver
Hyundai i20,8.28,22.2,5,Hatchback,Petrol,Automatic,Excellent,Sporty,Blue
Toyota Glanza,5.99,24.0,4,Hatchback,Diesel,Automatic,Excellent,Luxury,White
Hyundai i20,4.05,20.7,5,Hatchback,Electric,Manual,Used,Luxury,Blue
Maruti Baleno,9.9,13.2,5,Hatchback,CNG,Manual,New,Family,Red
Mahindra Scorpio,13.89,19.1,5,SUV,Diesel,Manual,New,Family,White
Hyundai Venue,25.47,22.0,4,SUV,Hybrid,Manual,New,Family,Silver
Toyota Glanza,9.49,22.9,5,Sedan,CNG,Manual,New,Luxury,Silver
Renault Kiger,28.56,22.9,5,SUV,Electric,Automatic,Excellent,Luxury,Red
Mahindra Bolero,12.46,22.7,7,MUV,CNG,Automatic,New,Family,Black
Toyota Glanza,16.58,22.6,5,MUV,Diesel,Automatic,Excellent,Family,Silver
Maruti Dzire,16.21,14.3,5,Sedan,Diesel,Automatic,New,Sporty,White
Renault Kiger,15.7,12.1,5,SUV,Petrol,Manual,Used,Luxury,Silver
Honda Jazz,7.93,19.1,4,Hatchback,Diesel,Manual,Excellent,Luxury,Blue
Maruti Dzire,14.54,16.5,5,Sedan,Electric,Manual,Excellent,Sporty,Red
Honda Jazz,6.35,21.0,5,Hatchback,Diesel,Manual,New,Luxury,Black
Toyota Glanza,9.45,14.1,4,Hatchback,Diesel,Manual,Used,Family,Black
Honda Amaze,15.92,16.8,4,Sedan,Petrol,Automatic,Excellent,Luxury,Blue
Tata Punch,22.79,19.5,5,SUV,CNG,Automatic,Excellent,Sporty,Red
Honda Amaze,11.44,14.0,5,Sedan,Diesel,Manual,New,Luxury,Grey
Mahindra Scorpio,28.73,15.5,5,SUV,Hybrid,Automatic,Used,Sporty,White
Honda City,9.75,19.8,4,Sedan,Hybrid,Automatic,Used,Sporty,White
Mahindra XUV700,23.69,22.9,4,SUV,Hybrid,Manual,Used,Sporty,Black
Honda City,9.43,21.3,5,Sedan,Diesel,Automatic,Excellent,Sporty,Silver
Maruti Swift,5.63,14.9,4,Hatchback,Hybrid,Automatic,New,Sporty,White
Toyota Fortuner,23.47,19.5,4,SUV,Hybrid,Manual,Excellent,Luxury,Black
Kia Sonet,5.79,22.4,4,Hatchback,Hybrid,Automatic,Used,Sporty,Blue
Mahindra Scorpio,31.41,17.8,4,SUV,Diesel,Manual,Used,Sporty,Silver
Kia Sonet,15.92,22.8,4,MUV,Hybrid,Manual,Used,Sporty,Red
Maruti Dzire,10.46,12.6,4,Sedan,Petrol,Automatic,Used,Sporty,Grey
Maruti Baleno,5.28,15.5,5,Hatchback,Diesel,Automatic,Used,Luxury,Silver
Tata Nexon,22.65,15.5,4,SUV,Diesel,Manual,Excellent,Sporty,Red
Renault Kiger,12.77,16.2,5,SUV,Hybrid,Manual,New,Family,Grey
Toyota Innova,16.87,22.2,7,MUV,Diesel,Manual,Excellent,Family,Grey
Kia Sonet,8.76,14.2,5,Hatchback,Hybrid,Automatic,Excellent,Luxury,Black
Renault Kiger,28.68,22.9,5,SUV,Electric,Manual,New,Family,Red
Hyundai Creta,13.27,21.3,4,SUV,Petrol,Automatic,Used,Luxury,Blue
Mahindra Scorpio,23.92,18.4,4,SUV,Petrol,Automatic,Used,Luxury,White
Honda Amaze,9.79,23.1,4,Sedan,Electric,Automatic,Used,Family,White
Tata Harrier,34.53,19.4,4,SUV,Petrol,Automatic,New,Family,Black
Kia Sonet,16.5,22.3,4,SUV,Electric,Automatic,Used,Luxury,Blue
Renault Triber,26.86,21.1,7,MUV,Petrol,Automatic,Used,Luxury,Black
Tata Altroz,8.71,16.5,4,Hatchback,CNG,Manual,Used,Luxury,Red
Maruti Dzire,17.54,20.8,4,Sedan,Diesel,Automatic,Excellent,Sporty,White
Mahindra XUV700,24.72,17.6,4,SUV,CNG,Manual,New,Sporty,Black
Mahindra Bolero,29.52,23.7,7,MUV,Hybrid,Automatic,Excellent,Sporty,Silver
Renault Triber,16.81,16.2,7,MUV,Hybrid,Automatic,New,Luxury,Blue
Honda City,16.09,22.7,4,Sedan,Petrol,Automatic,Excellent,Family,Red
Renault Kiger,34.74,15.9,4,SUV,Hybrid,Manual,Excellent,Family,Silver
Kia Sonet,9.27,22.3,5,Hatchback,CNG,Automatic,New,Sporty,Blue
Renault Kiger,16.53,15.8,4,SUV,Petrol,Manual,Used,Sporty,Grey
Mahindra XUV700,25.56,14.7,5,SUV,Electric,Manual,Used,Family,Grey
Honda City,13.44,16.7,5,Sedan,Electric,Automatic,Used,Family,Grey
Honda Jazz,9.43,21.8,5,Hatchback,Hybrid,Manual,Used,Luxury,Grey
Toyota Innova,10.17,18.0,7,MUV,Diesel,Automatic,Excellent,Sporty,Silver
Honda Jazz,8.76,20.1,4,Hatchback,Hybrid,Manual,Excellent,Luxury,Grey
Hyundai Creta,25.8,17.4,5,SUV,Diesel,Manual,Used,Sporty,Silver
Renault Kiger,20.55,23.6,4,SUV,Hybrid,Manual,Used,Luxury,Grey
Renault Kiger,23.03,15.6,5,SUV,Diesel,Manual,New,Luxury,Black
Tata Nexon,13.74,16.3,5,SUV,Diesel,Manual,Used,Family,Silver
Hyundai Creta,12.85,18.7,5,SUV,Petrol,Automatic,Used,Sporty,Blue
Mahindra Scorpio,17.96,19.6,5,SUV,Electric,Automatic,New,Family,White
Renault Triber,27.63,14.7,7,MUV,Hybrid,Manual,Excellent,Family,Black
Renault Triber,19.45,22.8,7,MUV,Petrol,Automatic,Used,Luxury,Red
Mahindra Bolero,29.08,13.3,7,MUV,Hybrid,Manual,Used,Sporty,Black
Tata Nexon,19.5,22.5,5,SUV,Hybrid,Automatic,New,Family,Red
Maruti Ertiga,10.09,23.2,7,MUV,Petrol,Manual,Used,Family,Blue
Toyota Innova,10.29,16.4,7,MUV,Hybrid,Manual,Excellent,Family,Black
Hyundai Verna,15.17,18.8,5,Sedan,CNG,Manual,Excellent,Family,Grey
Tata Harrier,18.58,17.4,4,SUV,Hybrid,Manual,Excellent,Sporty,Red
Toyota Fortuner,27.8,22.3,5,SUV,Diesel,Manual,Used,Family,Blue
Hyundai i20,6.93,14.9,4,Hatchback,Hybrid,Automatic,Used,Luxury,Silver
Honda City,10.16,18.2,5,Sedan,Diesel,Manual,New,Family,Blue
Renault Triber,21.48,20.6,7,MUV,CNG,Manual,New,Family,Blue
Renault Kiger,17.31,18.5,4,SUV,Petrol,Manual,Used,Luxury,Blue
Renault Triber,27.48,17.9,7,MUV,Hybrid,Manual,Used,Luxury,Silver
Tata Altroz,9.16,18.8,4,Hatchback,CNG,Manual,Used,Sporty,White
Renault Triber,12.1,20.1,7,MUV,Petrol,Manual,Excellent,Sporty,Black
Kia Sonet,8.76,16.3,4,Hatchback,CNG,Automatic,New,Sporty,Red
Tata Harrier,12.05,13.6,5,SUV,Electric,Automatic,Excellent,Family,Red
Renault Kiger,34.79,19.9,5,SUV,Hybrid,Automatic,Used,Luxury,Grey
Honda Amaze,13.04,22.1,5,Sedan,Electric,Automatic,Excellent,Luxury,Black
Tata Harrier,28.57,21.0,4,SUV,CNG,Manual,Used,Sporty,Black
Mahindra Scorpio,15.12,18.7,5,SUV,Hybrid,Automatic,New,Sporty,White
Honda Jazz,4.74,15.6,4,Hatchback,Electric,Manual,New,Family,Grey
Honda Jazz,6.14,12.3,5,Hatchback,Petrol,Manual,New,Luxury,White
Toyota Glanza,4.92,23.2,5,Hatchback,Hybrid,Automatic,Used,Sporty,Black
Maruti Dzire,16.26,20.7,4,Sedan,Petrol,Automatic,New,Luxury,Black
Maruti Swift,7.71,15.7,4,Hatchback,Petrol,Automatic,Used,Luxury,White
Kia Seltos,17.07,12.2,4,SUV,Hybrid,Manual,Used,Sporty,Blue
Tata Punch,17.01,17.3,5,SUV,Diesel,Automatic,Used,Luxury,Blue
Maruti Ertiga,15.51,17.8,7,MUV,Petrol,Manual,Excellent,Luxury,White
Kia Seltos,17.6,23.9,5,SUV,Electric,Automatic,New,Luxury,Grey
Renault Kiger,33.57,19.7,4,SUV,Petrol,Manual,New,Sporty,Grey
Mahindra Scorpio,29.87,19.9,5,SUV,Hybrid,Automatic,New,Luxury,Red
Mahindra Bolero,25.56,20.6,7,MUV,Petrol,Manual,Excellent,Luxury,Grey
Mahindra Scorpio,15.83,12.7,4,SUV,CNG,Automatic,Excellent,Sporty,Black
Maruti Ertiga,29.01,20.0,7,MUV,Petrol,Manual,New,Family,White
Toyota Glanza,11.23,12.9,5,MUV,CNG,Automatic,New,Family,White
Mahindra Scorpio,22.88,21.5,5,SUV,Petrol,Manual,Excellent,Sporty,Silver
Honda Amaze,14.09,17.6,4,Sedan,Hybrid,Manual,Used,Luxury,Blue
Renault Kiger,27.25,22.6,4,SUV,Electric,Manual,New,Sporty,Red
Tata Punch,28.18,19.4,5,SUV,Electric,Automatic,Excellent,Luxury,Silver
Renault Triber,17.24,16.4,7,MUV,Hybrid,Manual,New,Luxury,White
Mahindra XUV700,34.9,14.4,5,SUV,Hybrid,Manual,New,Sporty,Blue
Renault Triber,22.95,21.2,7,MUV,Diesel,Manual,Used,Sporty,White
Tata Altroz,8.06,21.5,5,Hatchback,Electric,Manual,New,Luxury,Black
Hyundai Verna,14.37,15.3,4,Sedan,Petrol,Automatic,Used,Family,Black
Tata Nexon,28.86,20.6,4,SUV,Electric,Manual,Excellent,Family,White
Kia Sonet,10.47,21.0,5,Sedan,Hybrid,Manual,Excellent,Sporty,Black
Hyundai Verna,9.56,15.2,4,Sedan,CNG,Automatic,Used,Sporty,Black
Mahindra Bolero,22.12,15.2,7,MUV,Electric,Manual,Excellent,Family,Grey
Kia Seltos,32.97,18.6,5,SUV,Diesel,Automatic,Used,Luxury,Grey
Maruti Ertiga,25.27,20.0,7,MUV,Hybrid,Manual,Used,Sporty,Silver
Renault Triber,10.32,22.4,7,MUV,Electric,Manual,New,Luxury,Black
Tata Nexon,27.09,12.3,5,SUV,Hybrid,Manual,New,Family,Grey
Tata Harrier,22.68,20.5,5,SUV,Petrol,Automatic,Used,Family,Grey
Toyota Innova,19.12,22.6,7,MUV,Electric,Manual,Excellent,Luxury,White
Tata Altroz,8.03,19.3,5,Hatchback,Hybrid,Automatic,New,Sporty,Black
Hyundai i20,9.2,15.9,4,Hatchback,Diesel,Automatic,New,Luxury,White
